Term,classical_Name,classical_Term,classical_ES,classical_NES,classical_NOM p-val,classical_FDR q-val,classical_FWER p-val,classical_Tag %,classical_Gene %,classical_Lead_genes,basal_Name,basal_Term,basal_ES,basal_NES,basal_NOM p-val,basal_FDR q-val,basal_FWER p-val,basal_Tag %,basal_Gene %,basal_Lead_genes
INFLAMMATORY_RESPONSE,gsea,INFLAMMATORY_RESPONSE,-0.3715327430355782,-1.5988951715359945,0.002881844380403458,0.03027837772978162,0.254,75/177,39.58%,EDN1;ABCA1;ICAM1;NFKBIA;IRF1;IL18;NFKB1;SLC4A4;OSMR;KLF6;KIF1B;TNFAIP6;IL6;SPHK1;MET;CDKN1A;MMP14;ABI1;IL10;HRH1;CCL7;TPBG;HBEGF;CCL2;PDPN;CD14;F3;RAF1;RELA;CXCL10;ITGA5;LPAR1;SLC7A2;CSF1;PVR;PDE4B;GPC3;SLC28A2;TAPBP;AXL;SGMS2;SERPINE1;SLC11A2;C3AR1;CX3CL1;RIPK2;ITGB8;RASGRP1;OLR1;TNFSF10;SEMA4D;INHBA;SELE;SLC7A1;CD40;BST2;PTAFR;TIMP1;P2RY2;C5AR1;GNA15;CSF3;IFNAR1;PCDH7;LCK;STAB1;CCRL2;ADORA2B;MSR1;PTGIR;PTGER2;KCNJ2;RTP4;RHOG;NLRP3,gsea,INFLAMMATORY_RESPONSE,-0.4109419983598952,-1.968940347065734,0.0,0.002914702100300043,0.021,71/176,31.56%,KIF1B;TNFAIP6;ABCA1;KLF6;OSMR;NFKB1;SLC4A4;MMP14;IL15;ABI1;SLC7A2;TIMP1;DCBLD2;OLR1;HIF1A;TAPBP;SGMS2;SLC7A1;SCN1B;LPAR1;IL6;ITGB8;IL10;ITGA5;NMI;ICAM1;ITGB3;INHBA;RAF1;IL1R1;AXL;TPBG;IL18;ATP2A2;HAS2;PSEN1;PDE4B;STAB1;CCL7;PTGER4;IRF1;NFKBIA;RELA;EDN1;SPHK1;SLC1A2;CXCL10;TLR2;EIF2AK2;CSF1;ATP2C1;RIPK2;PDPN;CD55;CHST2;GPC3;PVR;SLC28A2;ADGRE1;ACVR2A;TNFSF10;PCDH7;ADORA2B;P2RX7;CCL2;CCL24;SLC11A2;AQP9;CD48;RASGRP1;SERPINE1
MYC_TARGETS_V1,gsea,MYC_TARGETS_V1,-0.45763081175848425,-1.5794350787965477,0.0778688524590164,0.03284962203023758,0.283,109/191,26.96%,YWHAQ;RANBP1;SMARCC1;SET;HNRNPA1;CDK4;MCM6;PTGES3;HNRNPC;TRIM28;HSP90AB1;SNRPD3;SNRPD1;YWHAE;HNRNPU;G3BP1;NME1;SRPK1;SSB;SRSF3;MCM7;PSMD1;SERBP1;MCM2;CCT3;CUL1;PSMD8;U2AF1;DDX21;HSPE1;NOP56;FBL;HNRNPR;SNRPD2;RAN;NAP1L1;HDGF;TXNL4A;GSPT1;DEK;HDAC2;APEX1;SNRPG;PSMC4;ODC1;HNRNPA2B1;USP1;MCM5;PCNA;SSBP1;VDAC3;LSM7;NCBP1;PABPC4;MCM4;POLE3;IMPDH2;CCT5;EIF3B;C1QBP;EIF4G2;PSMA7;NOLC1;TRA2B;RNPS1;PA2G4;PSMA4;RRM1;ILF2;UBE2E1;RUVBL2;ABCE1;NHP2;RSL1D1;IFRD1;PPIA;NPM1;SRM;KPNB1;PSMA2;HSPD1;SYNCRIP;EIF3D;PPM1G;ORC2;TCP1;DUT;SF3A1;SNRPB2;RRP9;TUFM;ETF1;UBA2;CBX3;NDUFAB1;PSMA6;GOT2;SNRPA1;CYC1;PSMA1;EIF4E;ERH;RFC4;PWP1;EIF2S1;NCBP2;LSM2;TFDP1;CSTF2,gsea,MYC_TARGETS_V1,0.54627344456219,2.071891810332267,0.006593406593406593,0.0008371119637251482,0.004,78/191,18.29%,PGK1;RPL22;RPS10;RPL18;RPL34;RPS3;RPS5;EEF1B2;RACK1;RPS6;RPLP0;RPL6;RPL14;LDHA;RPS2;NPM1;PABPC1;CCT2;CDC20;ACP1;COX5A;C1QBP;EIF2S2;HDDC2;HSPE1;RAN;SNRPG;RSL1D1;SERBP1;UBE2L3;SNRPA1;CCNA2;SLC25A3;CNBP;CCT7;CCT5;PPIA;COPS5;CCT4;ODC1;PSMD8;SNRPB2;SNRPD2;PCBP1;HSPD1;EIF3D;MCM4;PSMA7;VDAC1;HSP90AB1;RNPS1;EIF4A1;PSMA2;PSMB2;ERH;TCP1;CDK4;MRPS18B;CBX3;EIF1AX;NHP2;SNRPD1;AIMP2;HNRNPC;MRPL9;HNRNPD;PCNA;PSMC6;MCM7;MCM5;RFC4;DUT;NDUFAB1;PHB2;PSMA1;UBA2;MAD2L1;BUB3
INTERFERON_GAMMA_RESPONSE,gsea,INTERFERON_GAMMA_RESPONSE,-0.36468313093106713,-1.5770699405247248,0.018115942028985508,0.03150806758988693,0.287,63/173,33.97%,AUTS2;VCAM1;PIM1;ICAM1;NFKBIA;IRF1;NFKB1;ARID5B;SERPING1;TNFAIP6;SOCS3;IL6;TNFAIP3;CDKN1A;EIF4E3;ISOC1;IFI27;PSME1;STAT3;CCL7;CCL2;CASP4;SSPN;PTPN2;FAS;CXCL10;BPGM;PSMA3;FGL2;RIPK1;SOD2;JAK2;IFITM3;PTGS2;NUP93;PDE4B;TAPBP;PSMA2;PNP;PELI1;STAT4;BTG1;ITGB7;RIPK2;TNFSF10;XAF1;P2RY14;ZBP1;TRAFD1;GBP6;IRF4;CD40;BST2;IRF5;CMTR1;IFIT2;BANK1;B2M;PSMB8;IRF9;NOD1;PSME2;NLRC5,gsea,INTERFERON_GAMMA_RESPONSE,-0.38953239702879533,-1.7836298628387421,0.002544529262086514,0.012430347192456065,0.105,80/173,39.87%,VCAM1;TNFAIP6;IFITM3;STAT3;NFKB1;SOCS3;SSPN;ARID5B;AUTS2;IL15;CFH;SERPING1;PELI1;RIPK1;HIF1A;TAPBP;CASP4;FAS;ISOC1;IL6;NMI;ICAM1;IFITM2;ZBP1;JAK2;EIF4E3;MVP;PDE4B;NUP93;PARP12;CCL7;PTPN2;B2M;IFI27;SAMHD1;ARL4A;IRF1;NFKBIA;XAF1;CXCL10;EIF2AK2;BPGM;RIPK2;FGL2;NCOA3;RAPGEF6;STAT4;ZNFX1;PTGS2;P2RY14;ST3GAL5;NOD1;HERC6;GBP6;TNFSF10;ITGB7;PIM1;CCL2;UBE2L6;IFI35;MYD88;PSMB10;PNP;CD40;IFNAR2;PSME2;RNF31;BST2;SELP;TAP1;CMPK2;PNPT1;PARP14;CSF2RB;IFI44;TXNIP;SOD2;VAMP5;ADAR;TRAFD1
IL2_STAT5_SIGNALING,gsea,IL2_STAT5_SIGNALING,-0.33721007839746825,-1.5520438211407408,0.0035587188612099642,0.035895128389728824,0.333,87/187,40.68%,HIPK2;PIM1;TGM2;ITGAV;AHNAK;RHOB;GADD45B;IGF1R;BMPR2;KLF6;HUWE1;CD81;WLS;NFIL3;SYT11;GLIPR2;PLAGL1;CISH;MAFF;TIAM1;RORA;DENND5A;NT5E;MYO1E;PRNP;IL10;SERPINC1;SCN9A;IKZF4;HK2;GABARAPL1;ODC1;DRC1;CXCL10;TWSG1;MAP6;FGL2;PENK;IFITM3;POU2F1;COL6A1;IFNGR1;SMPDL3A;MAPKAPK2;UMPS;CSF1;CKAP4;MAP3K8;IRF6;APLP1;CDKN1C;ITGAE;PHTF2;SLC29A2;NCS1;PNP;BATF3;BATF;CDC6;PTH1R;COCH;SWAP70;LTB;PLEC;TNFSF10;NDRG1;NRP1;SLC2A3;CYFIP1;BHLHE40;IRF4;TNFSF11;RHOH;TRAF1;GUCY1B1;IGF2R;SPP1;CSF2;F2RL2;PRKCH;PTCH1;PUS1;PRAF2;PTGER2;CAPN3;MYO1C;CST7,gsea,IL2_STAT5_SIGNALING,-0.4141588403275735,-1.929163365288432,0.002702702702702703,0.003747474128957198,0.026,76/186,28.55%,WLS;CD44;RABGAP1L;BMPR2;IFITM3;RHOB;SYT11;COL6A1;KLF6;NRP1;TGM2;IGF1R;CD81;DENND5A;NT5E;HIPK2;HUWE1;ITGAV;SERPINC1;NFIL3;AHNAK;CKAP4;LRRC8C;PHTF2;MYO1E;BHLHE40;BMP2;NFKBIZ;PENK;CISH;PRNP;DRC1;CYFIP1;IL10;MAPKAPK2;TWSG1;HK2;PLPP1;MAP3K8;FURIN;IKZF4;POU2F1;PTH1R;S100A1;GLIPR2;ARL4A;MAP6;TTC39B;CXCL10;CSF1;CTSZ;SMPDL3A;IL3RA;RORA;FGL2;NCOA3;PRKCH;BATF3;PLEC;PRAF2;PLAGL1;TNFSF11;COCH;CST7;ENO3;SCN9A;ETFBKMT;IGF2R;APLP1;TNFSF10;XBP1;CDC42SE2;PIM1;SPP1;PTCH1;SLC39A8
ANGIOGENESIS,gsea,ANGIOGENESIS,-0.4431731522496544,-1.5119968051619908,0.043233082706766915,0.046280929104619,0.411,21/33,33.76%,PDGFA;COL3A1;ITGAV;LRPAP1;FSTL1;THBD;FGFR1;LPL;LUM;VAV2;POSTN;PTK2;COL5A2;SLCO2A1;OLR1;NRP1;JAG2;TIMP1;SPP1;VCAN;KCNJ8,gsea,ANGIOGENESIS,-0.6491543858548062,-2.2066249765894517,0.0,0.00024289184169167024,0.001,18/32,11.52%,VCAN;FSTL1;COL3A1;APP;NRP1;FGFR1;VAV2;PDGFA;ITGAV;TIMP1;COL5A2;OLR1;LUM;S100A4;PTK2;LRPAP1;SLCO2A1;POSTN
HYPOXIA,gsea,HYPOXIA,-0.3312337495263675,-1.4950840798176073,0.023715415019762844,0.04882109431245501,0.446,91/182,46.58%,KLF7;DCN;PIM1;TGM2;CCN1;PDGFB;JUN;PPP1R15A;ATF3;KLF6;CAVIN1;NFIL3;HAS1;EXT1;PNRC1;IRS2;IL6;TNFAIP3;DUSP1;MYH9;NEDD4L;CDKN1A;MAFF;CP;FOSL2;NOCT;RORA;GCNT2;EDN2;AKAP12;TGFB3;STBD1;SDC3;TPBG;WSB1;GPC1;SLC6A6;TIPARP;BGN;HK2;FOS;NDST1;CAV1;ETS1;F3;TKTL1;CAVIN3;LOX;SULT2B1;KLHL24;RBPJ;PKP1;ZFP36;LARGE1;CASP6;TMEM45A;COL5A1;GPC3;CDKN1C;ILVBL;TGFBI;SERPINE1;IER3;BTG1;PHKG1;PYGM;GALK1;NDRG1;IDS;HMOX1;SLC2A3;GPC4;BHLHE40;DTNA;SRPX;TES;PDK3;ALDOB;CXCR4;PFKFB3;FOXO3;ENO2;INHA;ADORA2B;NAGK;MXI1;PGF;SDC2;SDC4;GCK;EFNA3,gsea,HYPOXIA,0.43948108108095973,1.935268992687303,0.0,0.0037670038367631675,0.018,73/182,19.87%,PGK1;ALDOA;GAPDH;PLAC8;TPI1;PRDX5;VEGFA;MIF;F3;SLC2A1;ADM;DDIT4;ERRFI1;LDHA;TPD52;PLAUR;FAM162A;P4HA1;CITED2;PFKL;STC1;PGM1;MAP3K1;CCNG2;PLIN2;SELENBP1;AK4;EFNA1;BNIP3L;DDIT3;PGF;IGFBP3;ANXA2;HS3ST1;ENO1;SDC4;PDK1;CDKN1A;ALDOC;PFKFB3;ISG20;HMOX1;HK1;SAP30;GRHPR;MXI1;KDM3A;HSPA5;VLDLR;NDRG1;CDKN1B;VHL;ACKR3;EGFR;IER3;PFKP;PAM;ANGPTL4;PNRC1;SLC25A1;GYS1;CASP6;AKAP12;CDKN1C;SLC37A4;BTG1;GLRX;STC2;SULT2B1;NR3C1;RRAGD;PPARGC1A;SCARB1
MYC_TARGETS_V2,gsea,MYC_TARGETS_V2,-0.42448332813930767,-1.4789370980848346,0.06776180698151951,0.05138503205457849,0.468,32/57,32.52%,CDK4;UNG;HSPE1;NOP56;MYBBP1A;HK2;MCM5;NOC4L;TCOF1;MCM4;MRTO4;UTP20;NOLC1;DCTPP1;PA2G4;IPO4;NPM1;SRM;SLC29A2;HSPD1;WDR74;EXOSC5;RRP9;CBX3;NIP7;SUPV3L1;BYSL;RRP12;PES1;DUSP2;DDX18;WDR43,gsea,MYC_TARGETS_V2,0.3168194681317372,1.118462108637739,0.3134020618556701,0.3882428697915269,0.96,24/57,32.21%,NPM1;SORD;PLK1;HSPE1;NIP7;HSPD1;MCM4;CDK4;LAS1L;CBX3;AIMP2;EXOSC5;TMEM97;PPAN;MCM5;PES1;NOP2;MYC;SLC29A2;IMP4;GNL3;IPO4;MPHOSPH10;FARSA
DNA_REPAIR,gsea,DNA_REPAIR,-0.33621163303433976,-1.4494499025414802,0.05091649694501019,0.060614241769749326,0.543,71/142,43.16%,BCAM;NME1;POLA1;SSRP1;VPS37D;DCTN4;ALYREF;BRF2;LIG1;RFC3;PRIM1;NME4;PCNA;MPC2;IMPDH2;SF3A3;POLA2;POM121;REV3L;RAE1;UMPS;RFC2;POLB;TSG101;POLR2G;PDE4B;SMAD5;GSDME;GTF2F1;XPC;CETN2;PNP;POLD1;RBX1;POLR2K;USP11;ERCC3;SDCBP;BOLA2;DUT;RAD52;SRSF6;RPA2;GTF2H5;NME3;STX3;SAC3D1;POLR2I;HCLS1;RFC4;MRPL40;NCBP2;GTF2B;POLR2A;DDB1;GUK1;ERCC2;AK1;POLR2J;COX17;ITPA;POLR2D;SNAPC5;RALA;DGCR8;NPR2;GTF3C5;CCNO;RPA3;ELL;TAF10,gsea,DNA_REPAIR,0.22764059495005495,1.017400941062415,0.41041666666666665,0.4173700732472968,0.988,142/142,97.57%,APRT;POLD4;VPS37B;POLR1D;ARL6IP1;NUDT21;EDF1;RALA;GPX4;EIF1B;SURF1;ELOA;POLR2C;POLR2A;ZWINT;TAF12;ERCC1;TAF10;COX17;NT5C;DAD1;TMED2;GTF2H1;ADRM1;TSG101;NME4;PCNA;POLH;RFC4;POLR1C;DUT;FEN1;SDCBP;TARBP2;NFX1;POLR2E;TAF1C;NELFB;MRPL40;DDB2;ITPA;TK2;POLR2H;DGUOK;POLR2F;RFC5;POLR2D;HCLS1;POLA2;GUK1;POLL;TAF9;BRF2;CANT1;ELL;RPA3;RPA2;CSTF3;UPF3B;NELFE;CLP1;POLE4;TYMS;GTF2H5;POLR2J;BCAP31;SAC3D1;SNAPC4;CETN2;POLD1;LIG1;GTF2A2;RRM2B;STX3;POLR2G;GTF2F1;RFC2;GMPR2;RAD51;ERCC2;POLR2K;NELFCD;AAAS;NUDT9;POLR2I;TAF13;MPG;GTF2H3;AK3;PRIM1;CDA;XPC;UMPS;ADCY6;SF3A3;RBX1;RAE1;NPR2;AGO4;POLR3GL;ERCC8;TAF6;ERCC3;CMPK2;DGCR8;SSRP1;POLD3;BOLA2;BCAM;PNP;VPS28;SEC61A1;NME3;POLR3C;ADA;NME1;RNMT;ERCC5;ERCC4;RAD52;CCNO;DDB1;USP11;RFC3;VPS37D;NCBP2;ALYREF;POLA1;SRSF6;IMPDH2;REV3L;GTF3C5;PDE4B;GTF2B;MPC2;SNAPC5;SMAD5;POM121;GSDME;AK1;DCTN4;POLB
P53_PATHWAY,gsea,P53_PATHWAY,-0.3046665024361411,-1.4285332652123792,0.04375,0.06685760791310609,0.587,74/190,42.20%,TM4SF1;DRAM1;NUPR1;PDGFA;ZFP36L1;GADD45A;JUN;PPP1R15A;ATF3;RNF19B;EPHX1;CD81;SFN;SPHK1;CDKN1A;ST14;PLK2;S100A10;PTPN14;RPS27L;BAIAP2;HBEGF;IER5;GM2A;FOS;FAS;PCNA;SESN1;KRT17;EPS8L2;SLC19A2;POM121;RRAD;RALGDS;RHBDF2;CTSF;CSRNP2;PITPNC1;STEAP3;XPC;NOTCH1;RXRA;CCP110;ABAT;FBXW7;IER3;BTG1;FGF13;CYFIP2;TCHH;NDRG1;DNTTIP2;HMOX1;PROCR;HRAS;TRAFD1;LDHB;JAG2;VDR;CDH13;PRMT2;AK1;PHLDA3;NOL8;FOXO3;ELP1;CDK5R1;GLS2;HEXIM1;INHBB;CDKN2AIP;VWA5A;WRAP73;PPM1D,gsea,P53_PATHWAY,-0.28335498650220176,-1.3284537541718349,0.08461538461538462,0.13891470210030002,0.667,88/190,41.43%,KLF4;ATF3;JUN;NUPR1;APP;FBXW7;CD81;FOS;PDGFA;BAIAP2;VWA5A;RNF19B;SESN1;ZFP36L1;CTSD;DRAM1;AK1;RB1;CDH13;S100A4;BMP2;FAS;TM4SF1;POM121;EPHX1;ABCC5;PHLDA3;RHBDF2;ITGB4;PTPN14;SDC1;INHBB;DGKA;TM7SF3;MXD4;CTSF;TCHH;SFN;PITPNC1;PROCR;SLC3A2;TSC22D1;SPHK1;KIF13B;NOTCH1;ZBTB16;FGF13;GM2A;MKNK2;RAB40C;CDK5R1;CSRNP2;ELP1;TNNI1;ISCU;RXRA;TSPYL2;ERCC5;PPP1R15A;IRAK1;ST14;STEAP3;WWP1;RRAD;SP1;KLK8;ADA;FOXO3;COQ8A;PLK2;SEC61A1;RETSAT;ABHD4;HEXIM1;CCP110;NOL8;KRT17;TAP1;ABAT;PIDD1;TXNIP;LDHB;ANKRA2;TRAFD1;DNTTIP2;CASP1;ZMAT3;APAF1
E2F_TARGETS,gsea,E2F_TARGETS,-0.3585660272892766,-1.2861780262366993,0.2124248496993988,0.15148488120950324,0.841,91/191,33.96%,STMN1;RANBP1;NASP;CDK4;MCM6;WEE1;CDKN1A;NME1;HMGB3;STAG1;MCM7;MCM2;LMNB1;HELLS;PSIP1;SSRP1;PRKDC;TMPO;ILF3;MCM3;UNG;NOP56;CSE1L;SMC1A;RAN;POLE;NAP1L1;GSPT1;DEK;DNMT1;MSH2;LIG1;SMC3;RFC3;USP1;MCM5;CHEK1;PCNA;EZH2;PAICS;RFC1;MCM4;NUP153;TIMELESS;JPT1;CBX5;POLA2;NOLC1;TRA2B;DCTPP1;PA2G4;RFC2;PSMC3IP;DCK;RPA1;PDS5B;SYNCRIP;POLD1;SMC6;SNRPB;DSCC1;EED;ORC2;CCP110;BRCA2;DUT;CTCF;NUP205;SLBP;ATAD2;MMS22L;RPA2;GINS1;DONSON;ASF1A;PRPS1;CNOT9;NBN;LYAR;TIPIN;EIF2S1;ING3;HNRNPD;XRCC6;NUP107;TUBG1;XPO1;EXOSC8;MLH1;ORC6;PNN,gsea,E2F_TARGETS,0.2651448787715216,1.0681871116119261,0.37267080745341613,0.4412775923065424,0.976,87/191,37.61%,TFRC;PLK1;CDKN1A;CKS1B;TMPO;CDC20;CKS2;HMGA1;NUDT21;CDKN3;BIRC5;RAN;CDCA3;TK1;CDCA8;RACGAP1;CDC25A;CENPE;HMMR;TACC3;CDK1;MKI67;BUB1B;SPC24;CDKN1B;LMNB1;RAD51C;MELK;CCNB2;MCM4;RAD50;HMGB2;KIF2C;PNN;E2F8;CDK4;LUC7L3;BARD1;POP7;HNRNPD;PCNA;NAA38;MCM7;KIF18B;ESPL1;MCM5;DUT;TUBG1;MAD2L1;MYBL2;UBE2T;SNRPB;SPC25;ORC6;AURKA;RRM2;SUV39H1;AK2;MYC;CIT;CHEK2;SPAG5;TRIP13;PHF5A;POLA2;TCF19;NCAPD2;EED;SHMT1;SRSF2;DSCC1;CENPM;RAD1;DLGAP5;RAD51AP1;RPA3;RPA2;GINS3;IPO7;ORC2;POLE4;KIF22;BRCA1;AURKB;RNASEH2A;ASF1B;XPO1
PI3K_AKT_MTOR_SIGNALING,gsea,PI3K_AKT_MTOR_SIGNALING,-0.2939958057153043,-1.2843899032410162,0.08964143426294821,0.14658603311735063,0.841,50/100,36.09%,ITPR2;CDK4;GSK3B;SFN;CDKN1A;TIAM1;CFL1;PLA2G12A;YWHAB;ACACA;PIK3R3;MAPK8;PFN1;SQSTM1;RAF1;DAPP1;RIPK1;PTPN11;GRB2;PIN1;PTEN;MAP2K3;AP2M1;E2F1;MAP3K7;NGF;SMAD2;CAB39;AKT1;MAPK9;UBE2N;THEM4;SLA;EIF4E;MAPKAP1;CSNK2B;CLTC;VAV3;HRAS;PAK4;NFKBIB;PITX2;PLCG1;CXCR4;ADCY2;NOD1;RPTOR;IL2RG;TSC2;LCK,gsea,PI3K_AKT_MTOR_SIGNALING,0.23932967692084672,1.06341971174987,0.3393574297188755,0.39357342169515175,0.979,99/99,96.71%,SLC2A1;MAP2K6;ARPC3;DDIT3;PDK1;CDKN1A;ACTR2;ACTR3;CSNK2B;MAPK1;CDK1;CDKN1B;CFL1;UBE2D3;RAC1;EGFR;PFN1;CDK4;HSP90B1;TRAF2;ATF1;RPS6KA1;ARF1;CALR;ADCY2;CAB39L;E2F1;PIN1;UBE2N;CDK2;RALB;CAB39;PRKAG1;NGF;HRAS;NFKBIB;LCK;NCK1;MAP2K3;STAT2;PLCG1;EIF4E;CXCR4;PRKCB;GNA14;PLA2G12A;GRK2;GRB2;TRIB3;CLTC;PRKAA2;FGF22;ECSIT;MKNK1;TNFRSF1A;PRKAR2A;DAPP1;THEM4;ARHGDIA;CAMK4;PAK4;TIAM1;SLA;PPP1CA;TBK1;RIT1;MYD88;MAPK10;AKT1S1;IRAK4;YWHAB;MAPK9;NOD1;AKT1;TSC2;SMAD2;DUSP3;MKNK2;AP2M1;MAPKAP1;MAP3K7;PIKFYVE;PTEN;SFN;IL2RG;VAV3;RPTOR;RPS6KA3;PTPN11;SQSTM1;PPP2R1B;PIK3R3;PLCB1;RAF1;ACACA;MAPK8;ITPR2;GSK3B;RIPK1
G2M_CHECKPOINT,gsea,G2M_CHECKPOINT,-0.31611083944109153,-1.2438702738061018,0.21212121212121213,0.17695768953868304,0.901,95/191,44.32%,STMN1;SMARCC1;NCL;NASP;RPS6KA5;CDK4;MCM6;RASAL2;MARCKS;MAPK14;SNRPD1;FOXN3;NOTCH2;HNRNPU;G3BP1;HMGB3;PAFAH1B1;STAG1;MCM2;HSPA8;LMNB1;SLC38A1;CBX1;CUL1;NUP98;TMPO;ILF3;MCM3;BCL3;SMC1A;ATRX;POLE;GSPT1;CUL3;FANCC;ODC1;MCM5;CHEK1;EZH2;HIRA;NSD2;GINS2;JPT1;POLA2;NOLC1;TRA2B;DTYMK;YTHDC1;CCND1;KPNB1;E2F1;MTF2;PDS5B;SYNCRIP;CHAF1A;ABL1;EFNA5;CDC6;BRCA2;CTCF;ODF2;KMT5A;RPA2;SRSF10;MAP3K20;PRMT5;NUMA1;SFPQ;RBL1;MNAT1;CASP8AP2;HMGN2;TFDP1;HNRNPD;SLC7A1;PRPF4B;TOP1;MEIS2;XPO1;CDC7;CUL5;ORC6;KATNA1;UPF1;WRN;DMD;POLQ;DKC1;KIF5B;KPNA2;EWSR1;EXO1;TENT4A;RAD23B;EGF,gsea,G2M_CHECKPOINT,-0.2277274929377826,-0.925338094568641,0.5111524163568774,0.6038442991855979,0.989,91/191,52.48%,STAG1;FOXN3;FANCC;PAFAH1B1;NOTCH2;PDS5B;RPS6KA5;NASP;HIF1A;NUP98;MAPK14;SLC38A1;RASAL2;EFNA5;SLC7A1;SFPQ;ATRX;MEIS1;CUL1;MARCKS;CUL3;DMD;PRPF4B;MNAT1;YTHDC1;SMC1A;KIF5B;MEIS2;JPT1;CUL4A;G3BP1;GSPT1;EGF;NCL;ILF3;SRSF10;MCM6;CDKN2C;CUL5;EZH2;KPNA2;LIG3;SMARCC1;AMD1;HIRA;UPF1;TENT4A;BCL3;UCK2;ATF5;ODF2;CTCF;CDC27;SMC4;UBE2S;STIL;POLQ;GINS2;CDC45;POLE;MCM2;SMC2;SYNCRIP;HMGB3;HSPA8;TTK;BRCA2;CDC7;ABL1;CDC25B;CASP8AP2;NOLC1;RAD54L;MAP3K20;RBL1;PTTG1;CHEK1;PRMT5;CHAF1A;MCM3;HNRNPU;RBM14;STMN1;NUMA1;TOP1;TRA2B;KPNB1;PRIM2;TRAIP;DKC1;RAD23B
HEDGEHOG_SIGNALING,gsea,HEDGEHOG_SIGNALING,-0.3538242733621441,-1.2212717148854781,0.20627062706270627,0.19387915633415995,0.933,19/34,38.18%,ETS2;AMOT;MYH9;NRP2;CELSR1;CDK6;ADGRG1;LDB1;RASA1;L1CAM;NRP1;THY1;OPHN1;HEY1;NF1;RTN1;CDK5R1;PTCH1;CNTFR,gsea,HEDGEHOG_SIGNALING,-0.41517818684600316,-1.516671171564607,0.03303303303303303,0.054650664380625796,0.382,16/34,28.25%,NRP1;NF1;DPYSL2;OPHN1;MYH9;THY1;NRCAM;TLE1;CELSR1;LDB1;ADGRG1;CDK5R1;NRP2;L1CAM;PTCH1;GLI1
